FSN,ID
Finding of joint movement (finding),366672005
Finding of number of joints involved (finding),366721008
Insidious onset (attribute),367326009
Disorder of the vertebral column (disorder),367539009
Modifier AND/OR qualifier (qualifier value),370227000
Evaluation of response to medications (procedure),370807008
Arthritis of spine (disorder),371082009
Eye region structure (body structure),371398005
Disorder of eye proper (disorder),371405004
Imaging by body site (procedure),371571005
Nuclear medicine procedure (procedure),371572003
Ultrasonography (procedure),371573008
Tomographic imaging procedure (procedure),371575001
Disorder of joint of spine (disorder),372109003
Lower gastrointestinal tract part (body structure),372198002
Substance with immunomodulator mechanism of action (substance),372558009
Non-steroidal anti-inflammatory agent (substance),372665008
Nuclear medicine imaging procedure (procedure),373205008
Non-opioid analgesic (substance),373216001
Analgesic (substance),373265006
Anti-inflammatory agent (substance),373283003
Inflammatory disorder of digestive system (disorder),373407002
Back pain (finding),373644009
Disorder characterized by pain (disorder),373673007
Hair structure (body structure),386045008
Evaluation procedure (procedure),386053000
Risk identification (procedure),386413005
Genetic risk identification (procedure),386415003
Manipulation of joint (procedure),387688006
Family history: Ankylosing spondylitis (situation),394990003
Medication monitoring (regime/therapy),395170001
Plasma protein (substance),395835001
Medication administration assessment (procedure),396073008
Degenerative skin disorder (disorder),396325007
Integumentary system part (body structure),396328009
Back pain (finding),399079008
Arthropathy (disorder),399269003
Disorder of body cavity (disorder),399902003
Acquired disorder of keratinization (disorder),399937000
Disorder of body wall (disorder),399986003
Joint structure of digit (body structure),400032002
Structure of skin and/or surface epithelium (body structure),400199006
Disease modifying antirheumatic drug monitoring (regime/therapy),401192009
Developmental and/or congenital abnormality of nail (disorder),402625004
Clinical finding (finding),404684003
Time of symptom onset (observable entity),405795006
Genetic test (procedure),405824009
Pain observable (observable entity),406189006
Allergen class (substance),406455002
Drug allergen (substance),406463001
Cyclic citrullinated peptide antibody (substance),406518004
Unapproved attribute (attribute),408739003
Procedure with a procedure focus (procedure),408766003
Procedure with a clinical finding focus (procedure),408767007
Inflammatory morphology (morphologic abnormality),409774005
Acute inflammatory morphology (morphologic abnormality),409776007
Structure of enthesis (body structure),410054009
Subject of record (person),410604004
Concept model attribute (attribute),410662002
Time (attribute),410670007
Disorder of spinal region (disorder),410730009
Finding with explicit context (situation),413350009
Body material (substance),413674002
Crystal - body material (substance),413935006
Disorder of immune function (disorder),414029004
Drug pseudoallergen by function (substance),414058001
Finding of back (finding),414252009
Imaging of upper limb (procedure),414459003
Immunoassay method (procedure),414464004
Immunosorbent method (procedure),414468001
Mucous membrane structure (body structure),414781009
Process (observable entity),415178003
Reference laboratory (qualifier value),415259005
Synovitis (disorder),416209007
Erythrocyte sedimentation (observable entity),416560009
Drug therapy (procedure),416608005
Pelvis and/or lower extremity structure (body structure),416631005
Erythrocyte sedimentation rate measurement (procedure),416838001
Abdomen and/or pelvis structure (body structure),416949008
Finding of pelvic structure (finding),416972005
Finding of iliac structure (finding),417166003
Undifferentiated inflammatory arthritis (disorder),417180005
Interphalangeal joint of hand structure (body structure),417259006
Finding of sacroiliac joint (finding),418492000
Finding reported by subject or history provider (finding),418799008
Xanthine or xanthine derivative (substance),418882002
Immune hypersensitivity reaction (disorder),418925002
Allergic reaction (disorder),419076005
Back pain (finding),419258005
Subject of record or other provider of history (person),419358007
Structure of ankle and/or foot (body structure),419605007
Examination AND/OR history taking - action (qualifier value),419656003
Testing - action (qualifier value),419661001
Structure of subregion of trunk (body structure),420473002
Structure of shoulder and/or upper arm (body structure),420657004
Structure of vertebral column (body structure),421060004
Allergic disorder by body site affected (disorder),421095001
Structure of bone organ (body structure),421663001
Finding of pain sense (finding),421833007
Hypersensitivity reaction (disorder),421961002
Allergic disorder of skin (disorder),422290000
Structure of half of trunk lateral to midsagittal plane (body structure),422697005
Sudden onset AND/OR short duration (qualifier value),424124008
Plain X-ray of right foot (procedure),426311001
Plain X-ray of bilateral feet (procedure),426581005
Entire synovial sac (body structure),426667004
Delayed hypersensitivity disorder (disorder),426760008
Cell-mediated cytotoxic disorder (disorder),426871003
Plain X-ray of left foot (procedure),426908009
Immune hypersensitivity disorder by mechanism (disorder),427439005
Family history of psoriasis with psoriatic arthritis (situation),430543001
Measurement of substance (procedure),430925007
Joint fluid (substance),431898009
Measurement of substance in specimen (procedure),433441002
Environment observable (observable entity),438950009
Diagnosis (observable entity),439401001
Evaluation finding (finding),441742003
Imaging of abdomen (procedure),441987005
Anatomical or acquired body structure (body structure),442083009
Swollen joint count for rheumatoid arthritis assessment (observable entity),442194005
Duration of early morning joint stiffness (observable entity),442492001
Measurement finding above reference range (finding),442756004
Person with characteristic related to subject of record (person),444018008
Person in family of subject (person),444148008
Assessment using assessment scale (procedure),445536008
Assessment using European league against rheumatism response criteria (procedure),446970009
Time from onset of pain to call for help (observable entity),448878007
Swelling of upper limb (finding),449618007
Hypersensitivity process (qualifier value),472963003
Hypersensitivity condition (finding),473010000
Structure of abdominal segment of trunk (body structure),609616003
Structure of pelvic segment of trunk (body structure),609617007
Disorder of abdominal segment of trunk (disorder),609618002
Disorder of pelvis (disorder),609620004
